name,hex,basic name
Kiss and Tell,#d86773,Light Muted Red
Kiss Candy,#aa854a,Muted Orange
Kiss Good Night,#e5c8d9,Light Gray Pink
Kiss Me Kate,#e7eeec,Light Gray Teal
Kiss Me More,#de6b86,Light Muted Rose
Kiss of a Vampire,#8a0009,Deep Red
Kiss of Lime,#eae2ac,Light Muted Yellow
Kiss of the Scorpion,#dc331a,Bright Red
Kissable,#fd8f79,Bright Red
Kissed by a Zombies,#b15363,Muted Red
Kissed by Mist,#fcccf5,Bright Pink
Kisses,#ff66bb,Bright Pink
Kisses and Hugs,#ff6677,Bright Red
Kitchen Blue,#8ab5bd,Light Gray Cyan
Kite Brown,#95483f,Muted Red
Kitsilano Cookie,#d0c8b0,Light Gray Amber-Orange
Kitsurubami Brown,#bb8141,Light Muted Orange
Kitten,#d3c7bc,Light Gray Amber-Orange
Kitten’s Eye,#8aadf7,Bright Blue
Kitten’s Paw,#daa89b,Light Gray Orange
Kittiwake Gull,#ccccbb,Light Gray Yellow
Kitty Kitty,#c7bdb3,Light Gray Amber-Orange
Kiwi,#749e4e,Muted Green-Yellow
Kiwi Crush,#7bc027,Bright Chartreuse-Green
Kiwi Green,#8ee53f,Bright Green-Yellow
Kiwi Ice Cream,#e5e7a7,Light Muted Yellow
Kiwi Kiss,#eef9c1,Bright Chartreuse-Green
Kiwi Pulp,#9cef43,Bright Green-Yellow
Kiwi Sorbet,#dee8be,Light Gray Chartreuse-Green
Kiwi Squeeze,#d1edcd,Light Gray Green
Kiwikiwi Grey,#909495,Gray Cyan
Klaxosaur Blue,#2987c7,Bright Turquoise
Klimt Green,#3fa282,Muted Teal
Knapsack,#95896c,Gray Amber-Orange
Knarloc Green,#4b5b40,Dark Gray Green-Yellow
Knight Elf,#926cac,Muted Purple
Knight Rider,#0f0707,Dark Muted Red
Knight’s Armor,#5c5d5d,Gray Cyan
Knight’s Tale,#aa91ae,Gray Magenta
Knighthood,#3c3f52,Dark Gray Blue
Knightley Straw,#edcc99,Light Muted Amber-Orange
Knit Cardigan,#6d6c5f,Gray Yellow
Knitting Needles,#c3c1bc,Light Gray Amber-Orange
Knock On Wood,#9f9b84,Gray Yellow
Knockout,#c42b2d,Light Muted Red
Knockout Orange,#e16f3e,Bright Orange
Knockout Pink,#ff399c,Bright Pink
Knot,#988266,Gray Amber-Orange
Knotweed,#837f67,Gray Yellow
Koala Bear,#bdb7a3,Light Gray Amber-Orange
Kōbai Red,#db5a6b,Light Muted Red
Kobe,#882d17,Deep Red
Kobi,#e093ab,Light Gray Rose
Kobicha,#6b4423,Dark Muted Orange
Kobold Pink,#f0d2cf,Light Gray Red
Kobra Khan,#00aa22,Deep Green
Kodama White,#e8f5fc,Light Gray Turquoise
Koeksister,#e97551,Bright Orange
Kofta Brown,#883322,Deep Red
Köfte Brown,#773644,Muted Red
Kogane Gold,#e5b321,Bright Amber-Orange
Kohaku Amber,#ca6924,Bright Orange
Kohlrabi,#c0b76c,Light Muted Yellow
Kohlrabi Green,#d9d9b1,Light Gray Yellow
Koi,#d2663b,Light Muted Orange
Koi Pond,#797f63,Gray Chartreuse-Green
Koji Orange,#f6ad49,Bright Amber-Orange
Koke Moss,#8b7d3a,Muted Yellow
Kokiake Brown,#7b3b3a,Muted Red
Kokimurasaki Purple,#3a243b,Dark Muted Magenta
Kokoda,#7b785a,Gray Yellow
Kokushoku Black,#171412,Dark Gray Orange
Kolibri Blue,#00477a,Deep Turquoise
Komatsuna Green,#7b8d42,Muted Chartreuse-Green
Kombu,#7e726d,Gray Orange
Kombu Green,#3a4032,Dark Gray Chartreuse-Green
Kombucha,#d89f66,Light Muted Orange
Kommando Khaki,#9d907e,Gray Amber-Orange
Komodo Dragon,#b38052,Light Muted Orange
Komorebi,#bbc5b2,Light Gray Green-Yellow
Kon,#192236,Dark Muted Blue
Kona,#574b50,Dark Gray Rose
Konjō Blue,#003171,Deep Blue
Konkikyō Blue,#191f45,Dark Muted Blue
Koopa Green Shell,#58d854,Light Muted Green
Kopi Luwak,#833d3e,Muted Red
Kōrainando Green,#203838,Dark Muted Cyan
Koral Kicks,#f2d1c3,Light Gray Orange
Korean Mint,#5d7d61,Gray Green
Korichnewyi Brown,#8d4512,Deep Orange
Korila,#d7e9c8,Light Gray Green-Yellow
Korma,#804e2c,Muted Orange
Koromiko,#feb552,Bright Orange
Kōrozen,#592b1f,Dark Muted Red
Kosher Khaki,#888877,Gray Yellow
Kournikova,#f9d054,Bright Amber-Orange
Kōwhai Yellow,#e1b029,Bright Amber-Orange
Kowloon,#e1d956,Bright Yellow
Kraft Paper,#d5b59c,Light Gray Orange
Krameria,#cd48a9,Light Muted Pink
Krasnyi Red,#eb2e28,Bright Red
Kremlin Red,#633639,Dark Muted Red
Krieg Khaki,#c0bd81,Light Gray Yellow
Krishna Blue,#01abfd,Bright Turquoise
Kriss Me Not Fuchsia,#ea27c2,Bright Pink
Krypton,#b8c0c3,Gray Turquoise
Krypton Green,#83890e,Deep Yellow
Kryptonite Green,#439946,Muted Green
KSU Purple,#512888,Muted Purple
KU Crimson,#e8000d,Bright Red
Kuchinashi Yellow,#ffdb4f,Bright Amber-Orange
Kul Sharif Blue,#87d3f8,Bright Turquoise
Kumera,#886221,Deep Orange
Kumquat,#fb9942,Bright Orange
Kundalini Bliss,#d2ccda,Light Gray Purple
Kung Fu,#643b42,Dark Muted Red
Kunzite,#ddb6c6,Light Gray Rose
Kurenai Red,#d7003a,Bright Rose
Kuretake Black Manga,#001122,Dark Turquoise
Kuri Black,#554738,Dark Muted Orange
Kuro Brown,#583822,Dark Muted Orange
Kuro Green,#1b2b1b,Dark Muted Green
Kurobeni,#23191e,Dark Gray Rose
Kuroi Black,#14151d,Dark Gray Blue
Kurumizome Brown,#9f7462,Gray Orange
Kuta Surf,#5789a5,Muted Turquoise
Kuwanomi Purple,#55295b,Dark Muted Magenta
Kuwazome Red,#59292c,Dark Muted Red
Kvass,#c7610f,Bright Orange
Kyo Purple,#9d5b8b,Muted Pink
Kyoto,#bee3ea,Light Gray Cyan
Kyoto House,#503000,Dark Amber-Orange
Kyoto Pearl,#dfd6d1,Light Gray Orange
Kyuri Green,#4b5d16,Dark Chartreuse-Green
La Grange,#7a7a60,Gray Yellow
Là Jiāo Hóng Red,#fc2647,Bright Rose
La La Lavender,#a3498a,Muted Pink
La La Love,#bf90bb,Light Gray Magenta
La Luna,#ffffe5,Bright Yellow
La Luna Amarilla,#fddfa0,Bright Amber-Orange
La Minute,#f5e5dc,Light Gray Orange
La Palma,#428929,Muted Green-Yellow
La Paz Siesta,#c1e5ea,Light Gray Cyan
La Pineta,#577e88,Gray Cyan
La Rioja,#bac00e,Bright Yellow
La Salle Green,#087830,Deep Green
La Terra,#ea936e,Bright Orange
LA Vibes,#eeccdd,Light Gray Rose
La Vie en Rose,#d2a5a3,Light Gray Red
La-De-Dah,#c3b1be,Gray Pink
Labrador,#f2ecd9,Light Gray Amber-Orange
Labrador’s Locks,#d6c575,Light Muted Yellow
Labradorite,#657b83,Gray Turquoise
Labradorite Green,#547d80,Gray Cyan
Labyrinth Walk,#c9a487,Light Gray Orange
Lace Cap,#ebeaed,Light Gray Purple
Lace Veil,#ecebea,White
Lace Wisteria,#c2bbc0,Gray Pink
Laced Green,#ccee99,Light Muted Chartreuse-Green
Lacewing,#d7e3ca,Light Gray Green-Yellow
Lacey,#caaeab,Light Gray Red
Lacquer Green,#1b322c,Dark Muted Teal
Lacquer Mauve,#f0cfe1,Light Gray Rose
Lacquered Liquorice,#383838,Dark Gray Red
Lacrosse,#2e5c58,Dark Muted Teal
Lacustral,#19504c,Dark Muted Teal
Lacy Mist,#a78490,Gray Rose
Laddu Orange,#ff8e13,Bright Orange
Ladoga Bottom,#d9ded8,Light Gray Green
Lady Anne,#fde2de,Bright Red
Lady Banksia,#fde5a7,Bright Amber-Orange
Lady Fern,#8fa174,Gray Chartreuse-Green
Lady Fingers,#ccbbc0,Light Gray
Lady Flower,#d0a4ae,Light Gray Red
Lady Guinevere,#caa09e,Light Gray Red
Lady in Red,#b34b47,Light Muted Red
Lady Like,#9b8097,Gray Magenta
Lady Luck,#47613c,Dark Muted Green-Yellow
Lady Nicole,#d6d6cd,Light Gray Yellow
Lady of the Night,#05498b,Deep Turquoise
Lady of the Sea,#0000cc,Bright Blue
Lady Pink,#f3d2cf,Light Gray Red
Lady’s Cushions Pink,#c99bb0,Light Gray Rose
Lady’s Slipper,#e3e3ea,Light Gray Blue
Ladybug,#bd474e,Light Muted Red
Ladylike,#ffc3bf,Bright Red
Laelia Pink,#f5c8dd,Light Gray Rose
Lager,#f6f513,Bright Yellow
Lago Blue,#1fb4c3,Bright Cyan
Lagoon,#4b9b93,Muted Teal
Lagoon Blue,#80a4b1,Gray Turquoise
Lagoon Mirror,#eaedee,Light Gray Cyan
Lagoon Moss,#8b7e64,Gray Amber-Orange
Lagoon Rock,#43bcbe,Light Muted Cyan
Lagoona Teal,#76c6d3,Light Muted Cyan
Laguna,#36a5c9,Light Muted Cyan
Laguna Beach,#e9d7c0,Light Gray Orange
Laguna Blue,#5a7490,Gray Turquoise
Lahar,#5f5855,Dark Gray
Lahmian Medium,#e2dad1,Light Gray Amber-Orange
Lahn Yellow,#fff80a,Bright Yellow
Laid Back Grey,#b3afa7,Gray Amber-Orange
Laird,#79853c,Muted Chartreuse-Green
Lake,#92cdcc,Light Gray Teal
Lake Baikal,#155084,Deep Turquoise
Lake Blue,#009eaf,Deep Cyan
Lake Bluff Putty,#d9cfb5,Light Gray Amber-Orange
Lake Breeze,#aed4d2,Light Gray Teal
Lake Forest,#96b4b1,Gray Teal
Lake Green,#2e8b57,Muted Green
Lake Lucerne,#689db7,Light Muted Turquoise
Lake Placid,#aeb9bc,Gray Cyan
Lake Red,#b74a70,Light Muted Rose
Lake Reflection,#9dd8db,Light Gray Cyan
Lake Retba Pink,#ee55ee,Bright Magenta
Lake Stream,#3e6b83,Muted Turquoise
Lake Tahoe Turquoise,#34b1b2,Light Muted Cyan
Lake Thun,#44bbdd,Bright Turquoise
Lake View,#2e4967,Dark Muted Turquoise
Lake Water,#86aba5,Gray Teal
Lake Winnipeg,#80a1b0,Gray Turquoise
Lakefront,#8b9ca5,Gray Turquoise
Lakelike,#306f73,Muted Cyan
Lakeshore,#5b96a2,Muted Cyan
Lakeside,#adb8c0,Gray Turquoise
Lakeside Mist,#d7eeef,Light Gray Cyan
Lakeside Pine,#566552,Gray Green-Yellow
Lakeview,#819aa0,Gray Cyan
Lakeville,#6c849b,Gray Turquoise
Laksa,#e6bf95,Light Muted Orange
Lāl Red,#d85525,Bright Orange
Lama,#e0bb95,Light Muted Orange
Lamb Chop,#82502c,Muted Orange
Lamb’s Ears,#c8ccbc,Light Gray Chartreuse-Green
Lamb’s Wool,#ffffe3,Bright Yellow
Lambent Lagoon,#3b5b92,Muted Blue
Lambs Wool,#e6d1b2,Light Gray Amber-Orange
Lambskin,#ebdcca,Light Gray Orange
Lamenters Yellow,#fffeb6,Bright Yellow
Lamiaceae,#3afddb,Bright Teal
Lamina,#bbd9bc,Light Gray Green
Laminated Wood,#948c7e,Gray Amber-Orange
Lamp Post,#4a4f55,Dark Gray Turquoise
Lamplight,#ffd140,Bright Amber-Orange
Lamplit,#e4af65,Bright Amber-Orange
Lampoon,#805557,Gray Red
Lán Sè Blue,#4d4dff,Bright Blue
Land Ahoy!,#97ddd4,Light Muted Teal
Land Before Time,#bfbead,Light Gray Yellow
Land Light,#dfcaaa,Light Gray Amber-Orange
Land of Trees,#e0d5b9,Light Gray Amber-Orange
Land Rush Bone,#c9bba1,Light Gray Amber-Orange
Landing,#eee1d9,Light Gray Orange
Landjäger,#af403c,Light Muted Red
Landmark,#746854,Gray Amber-Orange
Landmark Brown,#756657,Gray Orange
Landscape,#c1cfa9,Light Gray Chartreuse-Green
Langdon Dove,#b5ab9a,Gray Amber-Orange
Langoustine,#dc5226,Bright Red
Langoustino,#ca6c56,Light Muted Red
Languid Blue,#a4b7bd,Light Gray Cyan
Languid Lavender,#d6cadd,Light Gray Purple
Lannister Red,#cd0101,Bright Red
Lantana,#d87273,Light Muted Red
Lantana Lime,#d7eccd,Light Gray Green-Yellow
Lantern Gold,#ffd97d,Bright Amber-Orange
Lantern Light,#f6ebb9,Bright Yellow
Lanyard,#c09972,Light Muted Orange
Lap Dog,#a6927f,Gray Orange
Lap of Luxury,#515366,Gray Blue
Lap Pool Blue,#98bbb7,Light Gray Teal
Lapis Blue,#00508d,Deep Turquoise
Lapis Jewel,#165d95,Deep Turquoise
Lapis Lazuli,#26619c,Deep Turquoise
Lapis Lazuli Blue,#215f96,Deep Turquoise
Lapis on Neptune,#1f22d2,Bright Blue
Lapwing Grey Green,#7a7562,Gray Yellow
Larb Gai,#dfc6aa,Light Gray Orange
Larch Bolete,#ffaa77,Bright Orange
Larchmere,#70baa7,Light Muted Teal
Laredo Road,#c7994f,Light Muted Amber-Orange
Large Wild Convolvulus,#e4e2d6,Light Gray Yellow
Largest Black Slug,#551f2f,Dark Muted Rose
Larimar Blue,#1d78ab,Deep Turquoise
Larimar Green,#93d3bc,Light Gray Teal
Lark,#b89b72,Light Muted Amber-Orange
Lark Green,#8ac1a1,Light Gray Green
Larkspur,#3c7d90,Muted Turquoise
Larkspur Blue,#20aeb1,Deep Cyan
Larkspur Bouquet,#798bbd,Light Muted Blue
Larkspur Bud,#b7c0ea,Light Gray Blue
Larkspur Violet,#928aae,Gray Purple
Las Palmas,#c6da36,Bright Chartreuse-Green
Laser,#c6a95e,Light Muted Amber-Orange
Laser Lemon,#ffff66,Bright Yellow
Laser Trap,#ff3f6a,Bright Rose
Last Light Blue,#475f94,Muted Blue
Last of Lettuce,#aadd66,Light Muted Chartreuse-Green
Last of the Lilacs,#cbbbcd,Light Gray Magenta
Last Straw,#e3dbcd,Light Gray Amber-Orange
Last Sunlight,#e5b73b,Bright Amber-Orange
Last Warning,#d30f3f,Bright Rose
Lasting Impression,#b36663,Muted Red
Lasting Lime,#88ff00,Bright Green-Yellow
Lasting Thoughts,#d4e6b1,Light Gray Chartreuse-Green
Late Afternoon,#f8ab33,Bright Amber-Orange
Late Day Sun,#f2e08e,Bright Yellow
Later Gator,#008a51,Deep Teal
Latigo Bay,#3b9c98,Muted Cyan
Latin Charm,#292e44,Dark Muted Blue
Latte,#c5a582,Light Gray Amber-Orange
Latte Froth,#f3f0e8,Light Gray Amber-Orange
Latteo,#e8e7e6,White
Lattice,#cecec6,Light Gray Yellow
Lattice Green,#6f9843,Muted Chartreuse-Green
Lattice Work,#b9e1c2,Light Gray Green
Laudable Lime,#8cbf6f,Light Muted Green-Yellow
Laughing Jack,#c9c3d2,Light Gray Purple
Laughing Orange,#f49807,Bright Amber-Orange
Launderette Blue,#c0e7eb,Light Gray Cyan
Laundry Blue,#a2adb3,Gray Turquoise
Laundry White,#f6f7f1,Light Gray Chartreuse-Green
Laura,#a6979a,Gray
Laura Potato,#800008,Deep Red
Laurel,#6e8d71,Gray Green
Laurel Garland,#68705c,Gray Chartreuse-Green
Laurel Green,#a9ba9d,Light Gray Green-Yellow
Laurel Grey,#aaaca2,Gray Chartreuse-Green
Laurel Leaf,#969b8b,Gray Chartreuse-Green
Laurel Mist,#acb5a1,Gray Chartreuse-Green
Laurel Nut Brown,#55403e,Dark Gray Red
Laurel Oak,#918c7e,Gray Amber-Orange
Laurel Pink,#f7e1dc,Light Gray Orange
Laurel Tree,#889779,Gray Chartreuse-Green
Laurel Woods,#44493d,Dark Gray Chartreuse-Green
Laurel Wreath,#52a786,Muted Teal
Lauren’s Lace,#efeae7,Light Gray Orange
Lauren’s Surprise,#d5e5e7,Light Gray Cyan
Lauriston Stone,#868172,Gray Amber-Orange
Lava,#cf1020,Bright Red
Lava Black,#352f36,Dark Gray Magenta
Lava Core,#764031,Muted Red
Lava Geyser,#dbd0ce,Light Gray
Lava Grey,#5e686d,Gray Turquoise
Lava Lamp,#eb7135,Bright Orange
Lava Pit,#e46f34,Bright Orange
Lava Rock,#535e64,Gray Turquoise
Lava Stone,#3c4151,Dark Gray Blue
Lavenbrun,#af9894,Gray Red
Lavendaire,#8f818b,Gray Pink
Lavendar Wisp,#e9ebee,Light Gray Turquoise
Lavender,#b56edc,Light Muted Purple
Lavender Ash,#9998a7,Gray Blue
Lavender Aura,#9f99aa,Gray Purple
Lavender Bikini,#e5d9da,Light Gray Red
Lavender Blessing,#d3b8c5,Light Gray Pink
Lavender Bliss,#cec3dd,Light Gray Purple
Lavender Blossom,#b57edc,Light Muted Purple
Lavender Blossom Grey,#8c8da1,Gray Blue
Lavender Blue,#ccccff,Bright Blue
Lavender Blue Shadow,#8b88f8,Bright Blue
Lavender Blush,#fff0f5,Bright Rose
Lavender Bonnet,#9994c0,Light Gray Purple
Lavender Bouquet,#c7c2d0,Light Gray Purple
Lavender Breeze,#e4e1e3,White
Lavender Candy,#fcb4d5,Bright Rose
Lavender Cloud,#b8abb1,Gray Rose
Lavender Cream,#c79fef,Light Muted Purple
Lavender Crystal,#956d9a,Gray Magenta
Lavender Dream,#b4aecc,Light Gray Purple
Lavender Dust,#c4c3d0,Light Gray Blue
Lavender Earl,#af92bd,Light Gray Purple
Lavender Elan,#9d9399,Gray Pink
Lavender Elegance,#786c75,Gray Pink
Lavender Essence,#dfdad9,Light Gray
Lavender Field Dreamer,#caadd8,Light Gray Purple
Lavender Fog,#c5b5cc,Light Gray Purple
Lavender Fragrance,#ddbbff,Bright Purple
Lavender Frost,#bdabbe,Gray Magenta
Lavender Grey,#bdbbd7,Light Gray Blue
Lavender Haze,#d3d0dd,Light Gray Purple
Lavender Herb,#ad88a4,Gray Pink
Lavender Honor,#c0c2d2,Light Gray Blue
Lavender Illusion,#a99ba7,Gray Magenta
Lavender Indigo,#9457eb,Bright Purple
Lavender Lace,#dfdde0,Light Gray Purple
Lavender Lake,#a198a2,Gray Magenta
Lavender Leaf Green,#8c9180,Gray Chartreuse-Green
Lavender Lily,#a5969c,Gray Rose
Lavender Lustre,#8c9cc1,Light Gray Turquoise
Lavender Magenta,#ee82ed,Bright Magenta
Lavender Mauve,#687698,Gray Blue
Lavender Memory,#d3d3e2,Light Gray Blue
Lavender Mist,#e5e5fa,Light Gray Blue
Lavender Moor,#67636e,Gray Purple
Lavender Mosaic,#857e86,Gray Magenta
Lavender Oil,#c0c0ca,Light Gray Blue
Lavender Pearl,#ede5e8,White
Lavender Perceptions,#cb82e3,Light Muted Magenta
Lavender Phlox,#a6badf,Light Gray Turquoise
Lavender Pillow,#c5b9d3,Light Gray Purple
Lavender Pink,#dd85d7,Light Muted Magenta
Lavender Pizzazz,#e9e2e5,White
Lavender Princess,#e9d2ef,Light Gray Magenta
Lavender Purple,#967bb6,Light Gray Purple
Lavender Quartz,#bd88ab,Light Gray Pink
Lavender Rose,#fba0e3,Bright Pink
Lavender Sachet,#bec2da,Light Gray Blue
Lavender Savor,#eeddff,Bright Purple
Lavender Scent,#bfacb1,Light Gray
Lavender Sky,#dbd7f2,Light Gray Blue
Lavender Soap,#f1bfe2,Light Gray Pink
Lavender Sparkle,#cfcedc,Light Gray Blue
Lavender Spectacle,#9392ad,Gray Blue
Lavender Steel,#c6cbdb,Light Gray Blue
Lavender Suede,#b4a5a0,Light Gray
Lavender Sweater,#bd83be,Light Gray Magenta
Lavender Syrup,#e6e6f1,Light Gray Blue
Lavender Tea,#d783ff,Bright Magenta
Lavender Tonic,#ccbbff,Bright Purple
Lavender Twilight,#e7dfe3,Light Gray Pink
Lavender Veil,#d9bbd3,Light Gray Pink
Lavender Violet,#767ba5,Gray Blue
Lavender Vista,#e3d7e5,Light Gray Magenta
Lavender Wash,#aab0d4,Light Gray Blue
Lavender Water,#d2c9df,Light Gray Purple
Lavendless,#b86fc2,Light Muted Magenta
Lavendula,#bca4cb,Light Gray Purple
Lavish Gold,#a38154,Muted Orange
Lavish Lavender,#c2aec3,Light Gray Magenta
Lavish Lemon,#f9efca,Bright Amber-Orange
Lavish Lime,#b0c175,Light Muted Chartreuse-Green
Lavish Spending,#8469bc,Light Muted Purple
Lawn Green,#4da409,Deep Green-Yellow
Lawn Party,#5eb56a,Light Muted Green
Layers of Ocean,#5c7186,Gray Turquoise
Laylock,#ab9ba5,Gray Pink
Lazurite Blue,#174c60,Dark Turquoise
Lazy Afternoon,#97928b,Gray Amber-Orange
Lazy Caterpillar,#e2e5c7,Light Gray Chartreuse-Green
Lazy Daisy,#f6eba1,Bright Yellow
Lazy Day,#95aed1,Light Gray Turquoise
Lazy Grey,#bec1c3,Gray Turquoise
Lazy Lavender,#a3a0b3,Gray Purple
Lazy Lichen,#6e6e5c,Gray Yellow
Lazy Lizard,#9c9c4b,Muted Yellow
Lazy Shell Red,#cc0011,Bright Red
Lazy Summer Day,#fef3c3,Bright Yellow
Lazy Sunday,#cad3e7,Light Gray Blue
Le Corbusier Crush,#bf4e46,Light Muted Red
Le Grand Bleu,#244e94,Deep Blue
Le Luxe,#5e6869,Gray Cyan
Le Max,#85b2a1,Gray Teal
Lead,#212121,Dark Gray Red
Lead Cast,#6c809c,Gray Turquoise
Lead Glass,#fffae5,Bright Yellow
Lead Grey,#8a7963,Gray Amber-Orange
Lead Ore,#99aabb,Light Gray Turquoise
Leadbelcher,#cacacb,Gray Blue
Leadbelcher Metal,#888d8f,Gray Turquoise
Leaf,#71aa34,Light Muted Green-Yellow
Leaf Bud,#eff19d,Bright Yellow
Leaf Green,#5ca904,Deep Chartreuse-Green
Leaf Print,#e1d38e,Light Muted Yellow
Leaf Tea,#697d4c,Muted Chartreuse-Green
Leaf Yellow,#e9d79e,Light Muted Amber-Orange
Leaflet,#8b987b,Gray Chartreuse-Green
Leafy,#679b6a,Gray Green
Leafy Canopy,#aacc11,Bright Chartreuse-Green
Leafy Lemon,#c0f000,Bright Chartreuse-Green
Leafy Lichen,#7d8574,Gray Chartreuse-Green
Leafy Lush,#08690e,Deep Green
Leafy Seadragon,#b6c406,Bright Yellow
Leafy Woodland,#aabb11,Bright Yellow
Leamington Spa,#a0b7a8,Gray Green
Leap of Faith,#c4d3e3,Light Gray Turquoise
Leapfrog,#41a94f,Muted Green
Learning Green,#abc123,Bright Chartreuse-Green
Leather,#906a54,Gray Orange
Leather Bound,#916e52,Muted Orange
Leather Brown,#97502b,Light Muted Orange
Leather Chair,#a3754c,Muted Orange
Leather Clutch,#744e42,Muted Red
Leather Loafers,#867354,Gray Amber-Orange
Leather Satchel,#7c4f3a,Muted Orange
Leather Tan,#a48454,Muted Orange
Leather Work,#8a6347,Muted Orange
Leaves of Spring,#c5e6cc,Light Gray Green
Lebanon Cedar,#3c341f,Dark Muted Amber-Orange
LeChuck’s Beard,#3c351f,Dark Muted Yellow
LED Blue,#0066a3,Deep Turquoise
LED Green,#d8cb32,Bright Yellow
Leek,#98d98e,Light Muted Green
Leek Blossom Pink,#bca3b8,Gray Pink
Leek Green,#979c84,Gray Chartreuse-Green
Leek Powder,#b7b17a,Light Gray Yellow
Leek Soup,#7a9c58,Muted Green-Yellow
Leek White,#cedcca,Light Gray Green-Yellow
Leery Lemon,#f5c71a,Bright Amber-Orange
Lees,#4c2226,Dark Muted Red
Left on Red,#ff0303,Bright Red
Legacy,#5e5a67,Gray Purple
Legacy Blue,#9ec9e2,Light Muted Turquoise
Legal Eagle,#6d758f,Gray Blue
Legal Ribbon,#6f434a,Muted Red
Legendary,#c6baaf,Light Gray Amber-Orange
Legendary Grey,#787976,Gray Chartreuse-Green
Legendary Lavender,#9d61d4,Light Muted Purple
Legendary Lilac,#ad969d,Gray Rose
Legendary Purple,#4e4e63,Dark Gray Blue
Legendary Sword,#7f8384,Gray Cyan
Legion Blue,#245a6a,Dark Muted Turquoise
Lei Flower,#d87b6a,Light Muted Red
Leisure,#c19634,Light Muted Amber-Orange
Leisure Blue,#6a8ea1,Gray Turquoise
Leisure Green,#438261,Muted Teal
Leisure Time,#758c8f,Gray Cyan
Lemon,#fff700,Bright Yellow
Lemon Appeal,#efe4ae,Light Muted Yellow
Lemon Balm,#e5d9b6,Light Gray Amber-Orange
Lemon Balm Green,#005228,Dark Teal
Lemon Bar,#cea02f,Light Muted Amber-Orange
Lemon Blast,#fcecad,Bright Amber-Orange
Lemon Bubble,#fcebbf,Bright Amber-Orange
Lemon Bundt Cake,#fef59f,Bright Yellow
Lemon Burst,#fed67e,Bright Amber-Orange
Lemon Caipirinha,#f7de9d,Bright Amber-Orange
Lemon Candy,#fae8ab,Bright Amber-Orange
Lemon Chiffon,#fffacd,Bright Yellow
Lemon Chiffon Pie,#fff7c4,Bright Yellow
Lemon Chrome,#faae00,Bright Amber-Orange
Lemon Cream,#fee193,Bright Amber-Orange
Lemon Curd,#ffee11,Bright Yellow
Lemon Curry,#cda323,Bright Amber-Orange
Lemon Delicious,#fce699,Bright Amber-Orange
Lemon Dream,#eea300,Bright Amber-Orange
Lemon Drizzle,#fee483,Bright Amber-Orange
Lemon Drop,#fdd878,Bright Amber-Orange
Lemon Drops,#ffe49d,Bright Amber-Orange
Lemon Essence,#e2ae4d,Bright Amber-Orange
Lemon Filling,#f9e4a6,Bright Amber-Orange
Lemon Flesh,#f0e891,Bright Yellow
Lemon Gate,#96fbc4,Bright Teal
Lemon Gelato,#f8ec9e,Bright Yellow
Lemon Ginger,#968428,Muted Yellow
Lemon Glacier,#fdff00,Bright Yellow
Lemon Grass,#999a86,Gray Yellow
Lemon Green,#adf802,Bright Chartreuse-Green
Lemon Ice,#fffee6,Bright Yellow
Lemon Ice Yellow,#f6e2a7,Bright Amber-Orange
Lemon Icing,#f6ebc8,Light Muted Amber-Orange
Lemon Juice,#ffffec,Bright Yellow
Lemon Lily,#faf4d9,Bright Yellow
Lemon Lime,#bffe28,Bright Chartreuse-Green
Lemon Lime Mojito,#cbba61,Light Muted Yellow
Lemon Meringue,#f6e199,Bright Amber-Orange
Lemon Pearl,#f9f1db,Light Muted Amber-Orange
Lemon Peel,#ffed80,Bright Yellow
Lemon Pepper,#ebeca7,Light Muted Yellow
Lemon Pie,#f1ff62,Bright Yellow
Lemon Poppy,#e1ae58,Bright Amber-Orange
Lemon Popsicle,#faf2d1,Bright Yellow
Lemon Pound Cake,#ffdd93,Bright Amber-Orange
Lemon Punch,#fecf24,Bright Amber-Orange
Lemon Rose,#fbe9ac,Bright Amber-Orange
Lemon Sachet,#faf0cf,Bright Amber-Orange
Lemon Sherbet,#f1ffa8,Bright Chartreuse-Green
Lemon Slice,#fffba8,Bright Yellow
Lemon Soap,#fffcc4,Bright Yellow
Lemon Sorbet,#fffac0,Bright Yellow
Lemon Sorbet Yellow,#dcc68e,Light Muted Amber-Orange
Lemon Souffle,#ffe8ad,Bright Amber-Orange
Lemon Splash,#f9f6de,Light Gray Yellow
Lemon Sponge Cake,#f7f0e1,Light Gray Amber-Orange
Lemon Stick,#fbf7e0,Bright Yellow
Lemon Sugar,#f0f6dd,Light Gray Chartreuse-Green
Lemon Surprise,#e1bc5c,Bright Amber-Orange
Lemon Tart,#ffdd66,Bright Amber-Orange
Lemon Thyme,#e4cf86,Light Muted Amber-Orange
Lemon Tint,#fcf3cb,Bright Yellow
Lemon Tonic,#efefb2,Light Muted Yellow
Lemon Twist,#fed95d,Bright Amber-Orange
Lemon Verbena,#f2ed6b,Bright Yellow
Lemon Whip,#ffe6ba,Bright Amber-Orange
Lemon Whisper,#ffb10d,Bright Amber-Orange
Lemon White,#fbf6e0,Light Muted Yellow
Lemon Zest,#f9d857,Bright Amber-Orange
Lemonade,#efe499,Bright Yellow
Lemonade Stand,#f2ca3b,Bright Amber-Orange
Lemongrass,#c5a658,Light Muted Amber-Orange
Lemonwood Place,#f9f3d7,Light Muted Yellow
Lemur,#695f4f,Gray Amber-Orange
